phenotype,phenotype_label,as,ct
HP:0100859,Dilatation of superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0031644,Fusiform abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0001920,Renal artery stenosis,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0031645,Saccular abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0002339,Abnormal caudate nucleus morphology,http://purl.obolibrary.org/obo/UBERON_0001873,
HP:0007374,Atrophy/Degeneration involving the caudate nucleus,http://purl.obolibrary.org/obo/UBERON_0001873,
HP:0002340,Caudate atrophy,http://purl.obolibrary.org/obo/UBERON_0001873,
HP:0031982,Abnormal putamen morphology,http://purl.obolibrary.org/obo/UBERON_0001874,
HP:0041052,Agenesis of putamen,http://purl.obolibrary.org/obo/UBERON_0001874,
HP:3000024,Abnormal facial artery morphology,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000049,Abnormal greater palatine artery morphology,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000054,Abnormal inferior alveolar artery morphology,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000060,Abnormal infraorbital artery morphology,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000074,Abnormal lingual artery morphology,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000023,Abnormality of angular artery,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000056,Abnormality of artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:3000041,Abnormality of external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:0031315,External carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:0002633,Vasculitis,http://purl.obolibrary.org/obo/UBERON_0001981,
HP:0002334,Abnormal cerebellar vermis morphology,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0001317,Abnormal cerebellum morphology,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0002335,Agenesis of cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0006817,Aplasia/Hypoplasia of the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0007360,Aplasia/Hypoplasia of the cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0001272,Cerebellar atrophy,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0007352,Cerebellar calcifications,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0008278,Cerebellar cortical atrophy,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0002350,Cerebellar cyst,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0007033,Cerebellar dysplasia,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0010795,Cerebellar glioma,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0012698,Cerebellar gliosis,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0001321,Cerebellar hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0002438,Cerebellar malformation,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0007129,Cerebellar medulloblastoma,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0006855,Cerebellar vermis atrophy,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0001320,Cerebellar vermis hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0002195,Dysgenesis of the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0012081,Enlarged cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0007001,Loss of Purkinje cells in the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0002037,
HP:0045007,Abnormal substantia nigra morphology,http://purl.obolibrary.org/obo/UBERON_0002038,
HP:0012678,Iron accumulation in substantia nigra,http://purl.obolibrary.org/obo/UBERON_0002038,
HP:0011960,Substantia nigra gliosis,http://purl.obolibrary.org/obo/UBERON_0002038,
HP:0011772,Abnormal thyroid morphology,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0000820,Abnormality of the thyroid gland,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0002926,Abnormality of thyroid physiology,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0100028,Ectopic thyroid,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0000853,Goiter,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0000836,Hyperthyroidism,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0000821,Hypothyroidism,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0000832,Primary hypothyroidism,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0008191,Thyroid agenesis,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0008188,Thyroid dysgenesis,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0008249,Thyroid hyperplasia,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0005990,Thyroid hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0008229,Thyroid lymphangiectasia,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0100646,Thyroiditis,http://purl.obolibrary.org/obo/UBERON_0002046,
HP:0025426,Abnormal bronchus morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0025427,Abnormal bronchus physiology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002088,Abnormal lung morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0001739,Abnormal nasopharynx morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0011615,Abnormal pulmonary situs morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0005938,Abnormal respiratory motile cilium morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0012252,Abnormal respiratory system morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002795,Abnormal respiratory system physiology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002778,Abnormal tracheal morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0005607,Abnormal tracheobronchial morphology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0010978,Abnormality of immune system physiology,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002715,Abnormality of the immune system,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002086,Abnormality of the respiratory system,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002087,Abnormality of the upper respiratory tract,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0006703,Aplasia/Hypoplasia of the lungs,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0030715,Bronchial atresia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0006539,Bronchial cartilage hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0006533,Bronchodysplasia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0010777,Bronchomegaly,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002097,Emphysema,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0410259,Hepatopulmonary fusion,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0006514,Intraalveolar nodular calcifications,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0025044,Lung abscess,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002090,Pneumonia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0005954,Pulmonary capillary hemangiomatosis,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0032445,Pulmonary cyst,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0100598,Pulmonary edema,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002206,Pulmonary fibrosis,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0040223,Pulmonary hemorrhage,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002089,Pulmonary hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0006535,Recurrent intrapulmonary hemorrhage,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002093,Respiratory insufficiency,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0100682,Tracheal atresia,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002787,Tracheal calcification,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0005347,Tracheal cartilaginous sleeve,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002777,Tracheal stenosis,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002575,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0010778,Tracheomegaly,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0002781,Upper airway obstruction,http://purl.obolibrary.org/obo/UBERON_0002048,
HP:0025016,Abnormal capillary morphology,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0025018,Abnormal capillary physiology,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0010438,Abnormal ventricular septum morphology,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0005306,Capillary hemangioma,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0000996,Facial capillary hemangioma,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/UBERON_0002094,
HP:0100766,Abnormal lymphatic vessel morphology,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0025408,Abnormal spleen morphology,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0025409,Abnormal spleen physiology,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0001743,Abnormality of the spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0045006,Aplasia of lymphatic vessels,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0010451,Aplasia/Hypoplasia of the spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0001746,Asplenia,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0010452,Ectopia of the spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0001433,Hepatosplenomegaly,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0003759,Hypoplasia of lymphatic vessels,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0006270,Hypoplastic spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0031842,Lymphangiectasis,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0025059,Splenic abscess,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0030423,Splenic cyst,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0001744,Splenomegaly,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0009799,Supernumerary spleens,http://purl.obolibrary.org/obo/UBERON_0002106,
HP:0006897,Abducens palsy,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001291,Abnormal cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0031910,Abnormal cranial nerve physiology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0010824,Abnormal fifth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:3000047,Abnormal glossopharyngeal nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0500030,Abnormal hepatic glycogen storage,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0040134,Abnormal hepatic iron concentration,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0011391,Abnormal inner ear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:3000075,Abnormal lingual nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0410042,Abnormal liver morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0100766,Abnormal lymphatic vessel morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0045010,Abnormal peripheral nerve morphology by anatomical site,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0010827,Abnormal seventh cranial physiology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0011348,Abnormal sixth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0009591,Abnormal vestibulocochlear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0003549,Abnormality of connective tissue,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001392,Abnormality of the liver,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0010826,Abnormality of the twelfth cranial nerve,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0006554,Acute hepatic failure,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0100292,Amyloidosis of peripheral nerves,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0045006,Aplasia of lymphatic vessels,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0025321,Copper accumulation in liver,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0006824,Cranial nerve paralysis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0045061,Decreased carnitine level in liver,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001410,Decreased liver function,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0005237,Degenerative liver disease,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0030722,Ectopic liver,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0010638,Elevated alkaline phosphatase of hepatic origin,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0002910,Elevated circulating hepatic transaminase concentration,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0012465,Elevated hepatic iron concentration,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0012645,Enlarged peripheral nerve,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0007011,Fourth cranial nerve palsy,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0100839,Hepatic agenesis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0006559,Hepatic calcification,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001407,Hepatic cysts,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0002480,Hepatic encephalopathy,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001399,Hepatic failure,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001395,Hepatic fibrosis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0002605,Hepatic necrosis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0012115,Hepatitis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0002240,Hepatomegaly,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0410259,Hepatopulmonary fusion,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0001433,Hepatosplenomegaly,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0003759,Hypoplasia of lymphatic vessels,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0009025,Increased connective tissue,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0006568,Increased hepatic glycogen content,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0100523,Liver abscess,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0010686,Low alkaline phosphatase of hepatic origin,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0031842,Lymphangiectasis,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0003406,Peripheral nerve compression,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/UBERON_0002107,
HP:0002246,Abnormal duodenum morphology,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0001549,Abnormal ileum morphology,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0005265,Abnormal jejunum morphology,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0011472,Abnormal small intestinal villus morphology,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0002244,Abnormal small intestine morphology,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0002247,Duodenal atresia,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0100867,Duodenal stenosis,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0002588,Duodenal ulcer,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0033117,Duodenitis,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0004790,Hypoplasia of the small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0011102,Ileal atresia,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0005235,Jejunal atresia,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0033143,Jejunitis,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0005229,Jejunoileal ulceration,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0004794,Malrotation of small bowel,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0002256,Small bowel diverticula,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0012849,Small intestinal bleeding,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0012848,Small intestinal stenosis,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0011473,Villous atrophy,http://purl.obolibrary.org/obo/UBERON_0002108,
HP:0001966,Abnormal glomerular mesangium morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0100542,Abnormal localization of kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012575,Abnormal nephron morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0004742,Abnormal renal collecting system morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0011035,Abnormal renal cortex morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000095,Abnormal renal glomerulus morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0100957,Abnormal renal medulla morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012210,Abnormal renal morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012211,Abnormal renal physiology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000091,Abnormal renal tubule morphology,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000077,Abnormality of the kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0010958,Bilateral renal agenesis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012586,Bilateral renal atrophy,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0005563,Decreased numbers of nephrons,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000081,Duplicated collecting system,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000086,Ectopic kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0010680,Elevated alkaline phosphatase of renal origin,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000105,Enlarged kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000096,Glomerular sclerosis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0030162,Glomerulomegaly,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000085,Horseshoe kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0032620,Intrarenal abscess,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0010685,Low alkaline phosphatase of renal origin,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012574,Mesangial hypercellularity,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000123,Nephritis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000113,Polycystic kidney dysplasia,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000104,Renal agenesis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0012585,Renal atrophy,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0002048,Renal cortical atrophy,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000803,Renal cortical cysts,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0025418,Renal cortical necrosis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000107,Renal cyst,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000075,Renal duplication,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000110,Renal dysplasia,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0008696,Renal hamartoma,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000089,Renal hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000083,Renal insufficiency,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0004712,Renal malrotation,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0032632,Renal papillary necrosis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000799,Renal steatosis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000092,Renal tubular atrophy,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000124,Renal tubular dysfunction,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0000122,Unilateral renal agenesis,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0008717,Unilateral renal atrophy,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0008718,Unilateral renal dysplasia,http://purl.obolibrary.org/obo/UBERON_0002113,
HP:0002246,Abnormal duodenum morphology,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0011472,Abnormal small intestinal villus morphology,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0002247,Duodenal atresia,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0100867,Duodenal stenosis,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0002588,Duodenal ulcer,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0033117,Duodenitis,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0011473,Villous atrophy,http://purl.obolibrary.org/obo/UBERON_0002114,
HP:0005265,Abnormal jejunum morphology,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0011472,Abnormal small intestinal villus morphology,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0005235,Jejunal atresia,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0033143,Jejunitis,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0005229,Jejunoileal ulceration,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0011473,Villous atrophy,http://purl.obolibrary.org/obo/UBERON_0002115,
HP:0001549,Abnormal ileum morphology,http://purl.obolibrary.org/obo/UBERON_0002116,
HP:0011472,Abnormal small intestinal villus morphology,http://purl.obolibrary.org/obo/UBERON_0002116,
HP:0011102,Ileal atresia,http://purl.obolibrary.org/obo/UBERON_0002116,
HP:0011473,Villous atrophy,http://purl.obolibrary.org/obo/UBERON_0002116,
HP:0003549,Abnormality of connective tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0001001,Abnormality of subcutaneous fat tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0007485,Absence of subcutaneous fat,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0009025,Increased connective tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0009003,Increased subcutaneous truncal adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0005320,Lack of facial subcutaneous fat,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0009002,Loss of truncal subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0003758,Reduced subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,
HP:0002143,Abnormal spinal cord morphology,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0007344,Atrophy/Degeneration involving the spinal cord,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0004610,Lumbar spinal canal stenosis,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0012486,Myelitis,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0006959,Proximal spinal muscular atrophy,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0008311,Spinal cord posterior columns myelin loss,http://purl.obolibrary.org/obo/UBERON_0002240,
HP:0005112,Abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0031313,Abdominal aortic calcification,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0012326,Abnormal celiac artery morphology,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0008776,Abnormal renal artery morphology,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0031711,Asymmetric abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0004959,Descending thoracic aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0100860,Dilatation of Inferior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0100858,Dilatation of celiac artery,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0100859,Dilatation of superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0031644,Fusiform abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0012728,Fusiform descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0001920,Renal artery stenosis,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0031645,Saccular abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0012729,Saccular descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0002345,
HP:0010652,Abnormal dura mater morphology,http://purl.obolibrary.org/obo/UBERON_0002363,
HP:0011732,Abnormal adrenal morphology,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0011733,Abnormality of adrenal physiology,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0000834,Abnormality of the adrenal glands,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0010512,Adrenal calcification,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0011743,Adrenal gland agenesis,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0008216,Adrenal gland dysgenesis,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0008221,Adrenal hyperplasia,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0000835,Adrenal hypoplasia,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0000846,Adrenal insufficiency,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0002717,Adrenal overactivity,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0011742,Ectopic adrenal gland,http://purl.obolibrary.org/obo/UBERON_0002369,
HP:0006897,Abducens palsy,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009124,Abnormal adipose tissue morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0001291,Abnormal cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0031910,Abnormal cranial nerve physiology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0010824,Abnormal fifth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:3000047,Abnormal glossopharyngeal nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0011391,Abnormal inner ear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:3000075,Abnormal lingual nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0045010,Abnormal peripheral nerve morphology by anatomical site,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0010827,Abnormal seventh cranial physiology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0011348,Abnormal sixth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000777,Abnormal thymus morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0009591,Abnormal vestibulocochlear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0003549,Abnormality of connective tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
HP:0000291,Abnormality of facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002370,
